Track name,Artist name,Album,Playlist name,Type,ISRC,Amazon - id
"Muttukunte","P. Unnikrishnan","Premikudu","Library Songs","Favorite","INA091816166","B07KMGL4GY"
"Andamaina","Rahul Nambiar","Majnu","Library Songs","Favorite","INS181601392","B0FMRDZHD5"
"O My Lovely Lalana","Sinduri Vishal","Padi Padi Leche Manasu","Library Songs","Favorite","INS181802910","B0FMRNJP79"
"Sarrainodu","Hard Kaur","Sarrainodu","Library Songs","Favorite","INS181600530","B0FMRJYHYD"
"Nee Selvadigi","Shweta Mohan","Janatha Garage","Library Songs","Favorite","INL161600255","B0GWMV29G6"
"Aadara","Ranjith","Majnu","Library Songs","Favorite","INS181601395","B0FMRDXH3T"
"O Cheliya","P. Unnikrishnan","Premikudu","Library Songs","Favorite","INA091815969","B07KMF31WS"
"Jayaho Janatha","Sukhwinder Singh","Janatha Garage","Library Songs","Favorite","INL161600254","B0GWMMQ7KV"
"Hrudhayam Jaripe","Yazin Nizar","Padi Padi Leche Manasu","Library Songs","Favorite","INS181802876","B0FMRLB56P"
"Na Cheli Rojave","S. P. Balasubrahmanyam","Roja (Telugu)","Library Songs","Favorite","INL161104146","B0GWMRHWFN"
"Nagamani Nagamani","S. P. Balasubrahmanyam","Roja (Telugu)","Library Songs","Favorite","INL161104145","B0GWMN25F6"
"Rock On Bro","Raghu Dixit","Janatha Garage","Library Songs","Favorite","INL161600252","B0GWMQLHLP"
"You’Re My Love","Puyush Kapoor (English Lyrics Dsp)","No. 1 Nenokkadine","Library Songs","Favorite","INM6G2300129","B0GY145TYM"
"Aww Tuzo","Neha Bhasin","No. 1 Nenokkadine","Library Songs","Favorite","INM6G2300127","B0GXZQTRQZ"
"Urike Cheli Chilaka","Rahul Sipligunj","Padi Padi Leche Manasu","Library Songs","Favorite","INS181802911","B0FMRN2TBL"
"Hey Manasendukila","Armaan Malik","Ichata Vahanumulu Niluparadu","Library Songs","Favorite","INA092117421","B08WP91PRF"
"Emai Pothane","Praveen Lakkaraju","O Pitta Katha","Library Songs","Favorite","INH102202554","B09WD2X7YF"
"Om Namasthey","Neeraj Sridhar","Ready","Library Songs","Favorite","INA090811497","B07568XKPX"
"Mara O Mara","Suchith Suresan","Tadakha","Library Songs","Favorite","INA091314046","B075MXXZZF"
"I Hate Love Stories","Naveen Madhav","Greekuveerudu","Library Songs","Favorite","INA091314000","B075688WBL"
"Kiss Me Baby","Thaman S","Mahanubhavudu","Library Songs","Favorite","INH102201905","B09WD1YQJ4"
"Oh Priya Priya","Adnan Sami","Ishq","Library Songs","Favorite","INA091213294","B075672YMR"
"Vachindamma [Explicit]","Sid Sriram","Geetha Govindam","Library Songs","Favorite","INA091816187","B07KMGPLG8"
"Nuvvu Nenu Jattu","Benny Dayal","Oh My Friend","Library Songs","Favorite","INA091113110","B07569C81J"
"Padhe Padhe","Anirudh Ravichander","Jersey","Library Songs","Favorite","INZ031405281","B07QHW73PB"
"Melikalu","Narendra","Cameraman Gangatho Rambabu","Library Songs","Favorite","INA091213624","B0756B8W8V"
"Merise Merise","Haricharan","Hello!","Library Songs","Favorite","INA091715612","B07KMFKKQK"
"Skechers [Explicit]","DripReport","Skechers [Explicit]","Library Songs","Favorite","QZFYX2083092","B086CFHLV3"
"Mundhinam (From ""Vaaranam Aayiram "") [Explicit]","Naresh Iyer","20 Biggest Hits : Harris Jayaraj, Vol. 2","Library Songs","Favorite","INS170816333","B073QS1MYV"
"Idhedho Bagundhe","Vijay Prakash","Mirchi","Library Songs","Favorite","INA091213855","B07568BQW2"
"Neethoney Dance","Hiphop Tamizha","Dhruva","Library Songs","Favorite","INA091615314","B075699K79"
"Under The Influence [Clean]","Chris Brown","Indigo (Extended) [Clean]","Library Songs","Favorite","USRC11902744","B07YGWLKNF"
"Gaali Vaaluga","Anirudh Ravichander","Agnyaathavaasi","Library Songs","Favorite","INA091715627","B07KM99LH1"
"Jamna Paar","Tony Kakkar","Jamna Paar","Library Songs","Favorite","USA2P2344237","B0CH3BQ3K5"
"Ishq Wala Love","Salim Merchant","Student of the Year (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171200643","B00949XJGU"
"Players [Explicit]","Coi Leray","COI [Explicit]","Library Songs","Favorite","USUM72222387","B0C7YXLSLQ"
"Tharagathi Gadhi","Kaala Bhairava","Colour Photo","Library Songs","Favorite","INA092016931","B08GSP73BW"
"June Ponal","Krish","Unnale Unnale","Library Songs","Favorite","INH100630198","B0752PX32K"
"Reppakelaa Vodhaarpu","Shakthisree Gopalan","Ganga","Library Songs","Favorite","INA091514816","B0752CCMRD"
"Ammaadi (From ""Hi Nanna"")","Shakthisree Gopalan","Ammaadi (From ""Hi Nanna"")","Library Songs","Favorite","INS182303116","B0CMJB2GVX"
"Dheere Dheere","Yo Yo Honey Singh","Dheere Dheere","Library Songs","Favorite","INS181501371","B074W4FGTR"
"Oosupodu","Hemachandra","Fidaa","Library Songs","Favorite","INA091715507","B07567Q36Q"
"Kothaga","Sagar","MCA","Library Songs","Favorite","INA091715602","B07KMGWPJD"
"Ninnele","Anurag Kulkarni","Radhe Shyam","Library Songs","Favorite","INS182200017","B09VCS59BL"
"Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")","Shekar Chandra","Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")","Library Songs","Favorite","INS172104013","B09H6W8B1T"
"Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")","Devi Sri Prasad","Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")","Library Songs","Favorite","INS172204805","B0B88219WT"
"Dance Pe Chance","Sunidhi Chauhan","Rab Ne Bana Di Jodi","Library Songs","Favorite","INY090800055","B074QN8MZN"
"Welcome To New York (Taylor's Version)","Taylor Swift","1989 (Taylor's Version)","Library Songs","Favorite","USUG12306672","B0CJH7H6Q9"
"Chiru Chiru","Tanvi Shah","Awaara (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171100753","B00QUCS4O6"
"Desi Kalakaar","Yo Yo Honey Singh","Desi Kalakaar","Library Songs","Favorite","INS181402052","B074VVJY2D"
"Love Me Again","Sooraj Santhosh","Nannaku Prematho","Library Songs","Favorite","INT131500503","B074JX1BPS"
"Paint The Town Red [Explicit]","Doja Cat","Paint The Town Red [Explicit]","Library Songs","Favorite","USRC12300907","B0CD2QZMSP"
"Baitikochi Chuste","Anirudh Ravichander","Agnyaathavaasi","Library Songs","Favorite","INA091715595","B07KM4XBF6"
"Kani Penchina Ma Ammake","Bharath","Manam","Library Songs","Favorite","INA091414528","B075333DK3"
"Hulala","Sweekar Agasthi","Express Raja","Library Songs","Favorite","INA091515008","B0752VXPLV"
"Diamond Girl","STR","Baadshah","Library Songs","Favorite","INA091313978","B075686WQL"
"Chakkani Bike Undi","Tippu","Julai","Library Songs","Favorite","INA091213450","B07568Z188"
"Padithinammo","Vishwa","Nenu Naa Raakshasi","Library Songs","Favorite","INS181300710","B074XN4F8W"
"Barbie Girl","Jaspreet Jasz","Mirchi","Library Songs","Favorite","INA091213857","B07568CTL8"
"Pyar Mein Padipoya","Indu Nagaraj","Potugadu","Library Songs","Favorite","INA091314232","B07568DR64"
"Hawa Hawa","Karthik","Rabhasa","Library Songs","Favorite","INA091414635","B07525CMMP"
"Psycho Saiyaan (From ""Saaho"") [Explicit]","Anirudh Ravichander","Psycho Saiyaan (From ""Saaho"")","Library Songs","Favorite","INS181904012","B07TYF36P9"
"Inka Cheppale","Rahul Nambiar","Seethamma Vakitlo Sirimalle Chettu","Library Songs","Favorite","INA091213826","B0756861DH"
"Champesaave Nannu","Kapil","Nenu Local","Library Songs","Favorite","INA091715357","B0752TK66Q"
"Nenante Naaku","Adnan Sami","Oosaravelli","Library Songs","Favorite","INA091113074","B07568H13X"
"Arere Yekkada","Naresh Iyer","Nenu Local","Library Songs","Favorite","INA091715355","B07531QD67"
"Ee Vintha Needhiga","Lipisika","Express Raja","Library Songs","Favorite","INA091515010","B07533XXCW"
"Run Run DSP Mix","Apache Indian","Idharammayilatho","Library Songs","Favorite","INA091314077","B075697PPQ"
"Darshana (From ""Hridayam"")","Hesham Abdul Wahab","Darshana (From ""Hridayam"")","Library Songs","Favorite","INT202102847","B09JWSWTGG"
"Chal Chalo Chalo","Raghu Dixit","Son Of Satyamurthy","Library Songs","Favorite","INA091514801","B0756B2FXD"
"Akasam Ammayaithe","Shankar Mahadevan","Gabbar Singh","Library Songs","Favorite","INA091213374","B07569KQW2"
"Nesthama Nesthama","Sri Krishna","Damarukam","Library Songs","Favorite","INA091213583","B075654PSW"
"Phir Aur Kya Chahiye","Sachin-Jigar","Zara Hatke Zara Bachke","Library Songs","Favorite","INH102307527","B0C6M78GQY"
"Blue Eyes","Yo Yo Honey Singh","Blue Eyes","Library Songs","Favorite","INS181306486","B074W34WSL"
"Emainadho Emo","Rajesh","Santhosham","Library Songs","Favorite","INA090931908","B075MX7X62"
"Love Dose [Explicit]","Yo Yo Honey Singh","Desi Kalakaar","Library Songs","Favorite","INS181402053","B074W5479S"
"Telugu Padaniki","Veturi Sundararama Murthy","Annamayya","Library Songs","Favorite","INS189710282","B075GHBKKR"
"Samajavaragamana","Sid Sriram","Ala Vaikunthapurramuloo","Library Songs","Favorite","INA091916623","B07YHBBCS5"
"Kalank Title Track","Pritam","Kalank","Library Songs","Favorite","INZ031405230","B07Q7TN3BV"
"Bang Bang","Haricharan","Premam","Library Songs","Favorite","INA091615263","B075326CS5"
"Ringa Ringa","Priya Hemesh","Aarya - 2 (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS170900437","B003FEXCCG"
"Ey Pilla Pilla","Jaspreet Jasz","Dhada","Library Songs","Favorite","INA091112957","B07566B5ZD"
"Edho Edho","Pradeep Vijay","Ishq","Library Songs","Favorite","INA091213297","B0756878D5"
"Dhinaku Dhin Jiya","Shankar Mahadevan","Mirapakay","Library Songs","Favorite","INA091012693","B07567TXSD"
"Ela Ela Naalo","Haricharan","Panjaa","Library Songs","Favorite","INA091113173","B07567HTNG"
"Aakasam Badhalaina","Sagar","Mr Perfect","Library Songs","Favorite","INA091112816","B07566B2FM"
"Kundanapu Bomma","Benny Dayal","Yemaaya Chesave (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171000035","B004293WWS"
"Kariga Loga (D-Plugged)","Sagar","Aarya - 2 (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS170900440","B003FEO41Y"
"Hello Hello","Nikhil D'Souza","Dhada","Library Songs","Favorite","INA091112952","B075683W1Q"
"Ennai Konjum","Timmy","Kaakha Kaakha (Original Motion Picture Soundtrack)","Library Songs","Favorite","INN130300025","B00EHJ4VIW"
"Unakkul Naan","Bombay Jayashri","Pachai Kili Muthucharam","Library Songs","Favorite","INA221000728","B07B62JB69"
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander","Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Library Songs","Favorite","INS172200001","B09PLDHRP1"
"Abacha","Mahalakshmi Iyer","Konchem Ishtam Konchem Kashtam","Library Songs","Favorite","INA090912020","B07531STRJ"
"Egire Egire","Clinton","Konchem Ishtam Konchem Kashtam","Library Songs","Favorite","INA090912018","B07534RLL4"
"Deva Deva","Pritam","Brahmastra (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS172219983","B0BHJ4LV5L"
"Ae Dil Hai Mushkil Title Track","Arijit Singh","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171602089","B01MFCXKTD"
"Kesariya","Pritam","Brahmastra (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS172203702","B0BHJ4B154"
"Khairiyat","Pritam","Chhichhore","Library Songs","Favorite","INS181904666","B07X6M4CK1"
"Pasoori Nu","Arijit Singh","Satyaprem Ki Katha","Library Songs","Favorite","INS182301777","B0C9X97QWG"
"Girl Friend","Karthik","Boys (Orignal Motion Picture Soundtrack)","Library Songs","Favorite","INS280300525","B07JVDJBSM"
"Oy..Oy..","Siddharth","Oye","Library Songs","Favorite","INA090912162","B07535VFHP"
"Rooba Rooba","Shahil Hada","Orange","Library Songs","Favorite","INA091012546","B07568CRPP"
"Diwali Deepaanni","Andrea","Dhada","Library Songs","Favorite","INA091112955","B07568ZHKV"
"Yaar Indha Saalai Oram","G.V.Prakash Kumar","Thalaivaa (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171300508","B00DNN1EOW"
"Neeve","G.V.Prakash Kumar","Darling (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171000136","B003UY70PQ"
"Hrudayam Ekkadunnadi","Harris Raghavendra","Ghajini","Library Songs","Favorite","INA090510287","B07568TS3V"
"Pookkal Pookkum","G.V.Prakash Kumar","Madharasapattinam (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171100571","B00QU9CA80"
"One Last Time","Ariana Grande","My Everything","Library Songs","Favorite","USUM71409723","B073QV95NH"
"7 rings [Explicit]","Ariana Grande","thank u, next [Explicit]","Library Songs","Favorite","USUM71900110","B07N2ZNVSX"
"Konte Chooputho","Belli Raj","Ananthapuram 1980","Library Songs","Favorite","INS181301679","B074XJYY8D"
"Maruvaarthai","Darbuka Siva","Enai Noki Paayum Thota (Original Motion Picture Soundtrack)","Library Songs","Favorite","IND291701276","B0C6L48FS7"
"Love You Zindagi","Jasleen Royal","Dear Zindagi (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171602536","B01N9F4CDA"
"Edo Edo (From ""Shyam Singha Roy - Telugu"")","Chaitra Ambadipudi","Edo Edo (From ""Shyam Singha Roy - Telugu"")","Library Songs","Favorite","INH102104094","B09MJ5221M"
"Mellaga Mellaga","Chinmayi Sripada","Chi La Sow","Library Songs","Favorite","INA091816160","B07KMJDFBB"
"Phir Kabhi","Arijit Singh","M.S.Dhoni - The Untold Story","Library Songs","Favorite","INS181601486","B074VV153J"
"Besabriyaan","Armaan Malik","M.S.Dhoni - The Untold Story","Library Songs","Favorite","INS181601367","B074W2NGKF"
"Mari Maree","Sreeram Chandra","M.S.Dhoni - The Untold Story","Library Songs","Favorite","INS181601539","B074XNT95C"
"Yemainado (From ""Mr. Majnu"")","Thaman S","Mr. Majnu (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171807585","B07MK1SWTM"
"Sakhiya","Sricharan Pakala","Goodachari","Library Songs","Favorite","INA091816185","B07KMDXFFJ"
"All Time Low [Clean]","Jon Bellion","The Human Condition [Clean]","Library Songs","Favorite","USUM71604908","B073SLZX6K"
"Redbone [Explicit]","Childish Gambino","""Awaken, My Love!"" [Explicit]","Library Songs","Favorite","USYAH1600107","B07N974DH4"
"Star [feat. JABS]","WILLOW","ARDIPITHECUS","Library Songs","Favorite","QMJMT1500800","B073TCCRFV"
"Wait a Minute!","WILLOW","ARDIPITHECUS","Library Songs","Favorite","QMJMT1500801","B073TCRQW6"
"Sukhibhava Annaru","Sravani","Nene Raju Nene Mantri","Library Songs","Favorite","INT131712149","B07CM6YJN4"
"Prema Vennela","Devi Sri Prasad","Chitralahari (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171900821","B07QHWB2NW"
"Unnatundi Gundey","Karthik","Ninnu Kori","Library Songs","Favorite","INH102201934","B09WD9S47F"
"Samayama (From ""Hi Nanna"")","Anurag Kulkarni","Samayama (From ""Hi Nanna"")","Library Songs","Favorite","INS182302640","B0CJ6R81V7"
"Azhagiye","Haricharan","Kaatru Veliyidai (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171700229","B06XTPG6GM"
"Oka Choopukae Padipoyya","Vijay Prakash","Naayak","Library Songs","Favorite","INA091213821","B07568JXDR"
"Yaa Yaa","Abhay Jodhpurkar","Aa Aaa","Library Songs","Favorite","INA091615138","B07567Q37W"
"Kanulanu Thaake","Arijit Singh","Manam","Library Songs","Favorite","INA091414526","B075319CFJ"
"Cheliya Cheliya","KK","Gharshana-New","Library Songs","Favorite","INA090409867","B07568SZD4"
"Ranguladdhukunna","Yazin Nizar","Uppena","Library Songs","Favorite","INA092017279","B08NCTCMHR"
"Evo Evo Kalale","Jonita Gandhi","Love Story","Library Songs","Favorite","INA092117495","B0912ZXMD3"
"Telusa Telusa (From ""Ranga Ranga Vaibhavanga"")","Devi Sri Prasad","Telusa Telusa (From ""Ranga Ranga Vaibhavanga"")","Library Songs","Favorite","INS172200584","B09RQRLRPF"
"Yenti Yenti","Chinmayi Sripada","Geetha Govindam","Library Songs","Favorite","INA091816186","B07KMH3LY9"
"Kannulu Chedire","Yazin Nizar","WWW","Library Songs","Favorite","INA092117635","B09651JLRY"
"Sir Osthara","Suchitra","Businessman","Library Songs","Favorite","INA091113230","B07KMH6HWR"
"Hosahore","G.V.Prakash Kumar","Darling (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171000134","B003UY70NI"
"Coka","Sukh-E Muzical Doctorz","Coka","Library Songs","Favorite","INSD11900001","B08DRD88JM"
"Muvvala Navakala","S. P. Balasubrahmanyam","Pournamy","Library Songs","Favorite","INA090711003","B0752FMY3F"
"Firework","Katy Perry","Teenage Dream","Library Songs","Favorite","USCA21001262","B073N6DYP9"
"Uff","Harshdeep Kaur","Bang Bang","Library Songs","Favorite","INZ031400145","B08KQJFCC9"
"Guruvaram","Vijay Prakash","Kirrak Party","Library Songs","Favorite","INA091815747","B07KMFWHM4"
"Kesariya (From ""Brahmastra"")","Pritam","Kesariya (From ""Brahmastra"")","Library Songs","Favorite","INS172203702","B0B6SFJ49D"
"Quiet Storm","Sid Sriram","Sidharth","Library Songs","Favorite","USUG12301643","B0CCWVB29W"
"Harleys In Hawaii","Katy Perry","Harleys In Hawaii","Library Songs","Favorite","USUM71919682","B07YXD3PY6"
"Nee Chuttu Chuttu (From ""Skanda"") (Telugu)","Thaman S","Nee Chuttu Chuttu (From ""Skanda"") (Telugu)","Library Songs","Favorite","INT132300488","B0CDL6QSVP"
"Feel My Love","KK","Aarya","Library Songs","Favorite","INA090309844","B075686BDL"
"Ayila Ayila","Haricharan","I - Manoharudu (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171402376","B00RU5RH0Y"
"Roopaay","M.M.Keeravani","Vedam (Original Motion Picture Soundtrack)","Library Songs","Favorite","FRX872053587","B08KR8Z433"
"Naa Manasuki","Karthik","Aadavari Matalaku Ardhalu Veruley","Library Songs","Favorite","INA090710881","B07566C9GC"
"Ranjha","Jasleen Royal","Shershaah (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS172102719","B09CNT4FSL"
"New York Nagaram (From ""Sillunu Oru Kadhal"")","A. R. Rahman","Most Loved Tamil Songs","Library Songs","Favorite","INS280600718","B07GNNNNDY"
"Neeve Neeve","Adnan Sami","Gunde Jaari Gallanthayinde","Library Songs","Favorite","INM6G1600491","B0GX638CGV"
"Heeriye (feat. Arijit Singh)","Jasleen Royal","Heeriye (feat. Arijit Singh)","Library Songs","Favorite","INW262317690","B0C6RD67DR"
"Malang Sajna","Sachet Tandon","Malang Sajna","Library Songs","Favorite","INS182203702","B0BPMQ9FY5"
"Psycho Saiyaan [Explicit]","Anirudh Ravichander","Saaho","Library Songs","Favorite","INS181904012","B07X42WXNJ"
"Oh Isha","Armaan Malik","Major- Telugu","Library Songs","Favorite","INZ031410806","B0B1MR9R56"
"Dole Dole","Ranjith","Pokiri","Library Songs","Favorite","INA090610438","B0752VSYDS"
"Nee Venakale Nadichi (feat. Vijay Devarakonda, Malobika Mj)","Chinmayi Sripada","Nee Venakale Nadichi (feat. Vijay Devarakonda, Malobika Mj)","Library Songs","Favorite","INT521800268","B07L1LRBC9"
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Title Track"")","Darshan Raval","Ek Ladki Ko Dekha Toh Aisa Laga (From ""Title Track"")","Library Songs","Favorite","INH101900005","B07MHZRPQS"
"Jashn-E-Bahaaraa (From ""Jodhaa Akbar"") [Explicit]","A. R. Rahman","Jashn-E-Bahaaraa (Classic Love Songs)","Library Songs","Favorite","INS170709394","B08W8R45BL"
"Sammohanuda (From ""Rules Ranjann"")","Shreya Ghoshal","Sammohanuda (From ""Rules Ranjann"")","Library Songs","Favorite","INS182301207","B0CCB2YB3P"
"Gunzukunnaa","Shakthisree Gopalan","Kadali (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171201087","B00B1R9CSW"
"Naa Kosam","Sid Sriram","Bangarraju","Library Songs","Favorite","INZ031410002","B09N2LGBRQ"
"Hawayein","Arijit Singh","Jab Harry Met Sejal (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171701912","B074JMY5Z5"
"Brown Munde [Explicit]","AP Dhillon","Brown Munde","Library Songs","Favorite","TCAFC2063050","B08J2RXKVD"
"Blow","Kesha","Cannibal (Expanded Edition) [Explicit]","Library Songs","Favorite","USRC11000889","B076NP7NLL"
"Pacha Velugu","Karthik","Raghavan","Library Songs","Favorite","INA090710805","B07566BJG5"
"Time To Party","David Simon","Attarrintiki Daaredi","Library Songs","Favorite","INA091314170","B07568H3YY"
"Ciciliya Ciciliya","Haricharan","Spyder (Telugu)","Library Songs","Favorite","INZ031402738","B075MNYGNG"
"I Love You Too","Yazin Nizar","Shivam","Library Songs","Favorite","INA091514955","B0752BBKW6"
"Barbi Bommaki","Benny Dayal","Teenmaar","Library Songs","Favorite","INA091112824","B07569T6MT"
"Gala Gala Gangu","Tippu","Rangam","Library Songs","Favorite","INA091112833","B07568ZZPZ"
"Yellae Lama","Vijay Prakash","7th Sense (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171100880","B0071A5P7A"
"Khiladi Koona","Karthik","Athidhi","Library Songs","Favorite","INA090930245","B07568S2Q8"
"Rani Nanni","Vijay Prakash","Brothers","Library Songs","Favorite","INA091213592","B07569LVZV"
"Night Changes","One Direction","FOUR (Deluxe)","Library Songs","Favorite","GBHMU1400165","B00NERRH8E"
"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN","Fifty Shades Darker (Original Motion Picture Soundtrack)","Library Songs","Favorite","USQ4E1602586","B073SZMVSS"
"august","Taylor Swift","folklore [Explicit]","Library Songs","Favorite","USUG12002842","B08DJ6H2YV"
"Sharks","Imagine Dragons","Mercury - Acts 1 & 2","Library Songs","Favorite","USUM72205464","B09X8M58CV"
"Believer","Imagine Dragons","Evolve","Library Songs","Favorite","USUM71700626","B079VDQRPX"
"Choosale Kallara","Sid Sriram","Sr Kalyanamandapam","Library Songs","Favorite","INM6G2000102","B0GX9S5N6V"
"Samayama","Harini","Antariksham 9000 KMPH","Library Songs","Favorite","INA091816320","B07L19LGWZ"
"Pachchadanamey [Explicit]","Hariharan","Sakhi","Library Songs","Favorite","INH100154100","B07532HR2S"
"Gore Gore","Karthik","Kick","Library Songs","Favorite","INA090912113","B0752ZR1RF"
"Oh Oh (The First Love of Tamizh)","Dhanush","Thangamagan (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171501799","B073RYLRRQ"
"Manasuke","A. R. Rahman","24 (Telugu) (Original Motion Picture Soundtrack)","Library Songs","Favorite","GBSGZ1500693","B0FSKNQDVP"
"Shokilla","Aditya Rao","Saahasam Swaasaga Saagipo","Library Songs","Favorite","INA091615178","B075686YCL"
"Bulleya","Shilpa Rao","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","Library Songs","Favorite","INS171602235","B01N76WUVY"
"Cheliya Cheliya","Ishaq vali","Kshanam (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT131600027","B074JVQNYW"
"Liggi","Ritviz","Dev","Library Songs","Favorite","FRX201997170","B0BCGGZM37"
"Flowers","Miley Cyrus","Endless Summer Vacation [Clean]","Library Songs","Favorite","USSM12209777","B0BXMY4XV1"
"Nee Singam Dhan","A. R. Rahman","Pathu Thala (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS172301151","B0BYVX2H42"
"Sandalee","G.V.Prakash Kumar","Sema (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201701429","B071WLQ1LQ"
"Chahun Main Ya Naa","Palak Muchhal","Aashiqui 2","Library Songs","Favorite","INS181303033","B074VX8RHS"
"Ye Cheekati","Ranjith","Happy Days","Library Songs","Favorite","INS180908037","B075355WWK"
"Neelo Valapu","Vijay Prakash","Robot (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201000141","B071J6R2BC"
"Ileana Chitti Belliana","Vijay Prakash","Snehitudu","Library Songs","Favorite","INS902000140","B08JKN7BCN"
"Thu He Rey","Nikhil D Souza","Gunde Jaari Gallanthayinde","Library Songs","Favorite","INM6G1600489","B0GX62J4NQ"
"Naa Lonaa","Chinmayi Sripada","Manmadhudu 2","Library Songs","Favorite","INA091916580","B07VSF9Q14"
"Tere Pyaar Mein","Arijit Singh","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")","Library Songs","Favorite","INS182300213","B0BTLTDLMM"
"Apna Bana Le","Sachin-Jigar","Bhediya","Library Songs","Favorite","INZ031411736","B0BLJLKM5B"
"Uyire","Sid Sriram","Gauthamante Radham","Library Songs","Favorite","INM811460611","B08425SKNS"
"Munbe Vaa","Naresh Iyer","Sillunu Oru Kadhal (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS280600717","B07JBD7V58"
"Aval","Pardeep Singh Sran","Manithan (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171600819","B01EP6TGA4"
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")","Darbuka Siva","Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")","Library Songs","Favorite","INS172002791","B08H89K6RR"
"En Iniya Thanimaye (From ""Teddy"")","Sid Sriram","The WFH Playlist","Library Songs","Favorite","INT202002157","B086LFGM8Y"
"Nee Yenadharuginil Nee","Vishal Chandrasekhar","Oh Manapenne (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT202102844","B09JLZQQRL"
"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")","Anirudh Ravichander","Rockstar Anirudh Special","Library Songs","Favorite","IND291400177","B0CH7C7GH9"
"Yedhane Koiyakae","Veturi Sundararama Murthy","Surya S/o Krishnan (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS170816364","B008MZXF2A"
"Kaadhal En Kaviye (From ""Salmon 3D"")","Sid Sriram","Kaadhal En Kaviye (From ""Salmon 3D"")","Library Songs","Favorite","INM6G2100031","B09Z2XDGC3"
"Idhayathai Yedho Ondru","Chinmayi Sripada","Yennai Arindhaal (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171402749","B011AXMW2E"
"Thangamey","Anirudh Ravichander","Rockstar Anirudh Special","Library Songs","Favorite","IND291500421","B0CH7CZDTQ"
"Satte Era Satte","Ranjith","Desamudhuru","Library Songs","Favorite","INA090610775","B07567XBCC"
"Ori Devuda","Hemachandra","Raghuvaran B Tech","Library Songs","Favorite","INA091414763","B0752VFB59"
"Thenmozhi (From ""Thiruchitrambalam"")","Santhosh Narayanan","Thenmozhi (From ""Thiruchitrambalam"")","Library Songs","Favorite","QM6P42220417","B0B84WRMQQ"
"Why This Kolaveri Di? (The Soup of Love)","Dhanush","3 (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171101335","B007F5IG9A"
"Señorita","Shawn Mendes","Señorita","Library Songs","Favorite","USUM71911283","B07T99CY9L"
"Ne Ne Nani Ne","Deepu","Eega (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171200385","B0757W9W9T"
"Irumugan Settai (From ""Iru Mugan "")","Maalavika Manoj","20 Biggest Hits : Harris Jayaraj, Vol. 2","Library Songs","Favorite","INS171601684","B073QSWWMQ"
"Nangaai (From ""Engeyum Kadhal"")","Rahul Nambiar","20 Biggest Hits : Harris Jayaraj, Vol. 2","Library Songs","Favorite","INS171000379","B073QSD437"
